Unnamed: 0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_min,popularity,is_hit
46713,0.527,0.696,6,-10.946,0,0.0473,0.00663,0.391,0.251,0.0612,179.864,4,6.026566666666667,17,0
16635,0.402,0.83,3,-10.823,1,0.399,0.961,0.531,0.196,0.752,171.774,4,4.324783333333333,29,0
30979,0.674,0.915,6,-3.999,0,0.0411,0.0282,0.00337,0.273,0.78,126.038,4,3.1882166666666665,68,0
18272,0.561,0.377,9,-22.968,1,0.954,0.642,0.0,0.854,0.207,87.555,4,4.31915,23,0
90818,0.439,0.956,11,-3.812,0,0.0697,0.0027,0.0,0.196,0.364,97.591,4,3.4328833333333333,28,0
18573,0.498,0.973,5,-4.721,0,0.861,0.822,0.0,0.95,0.161,124.233,3,6.922,21,0
97712,0.457,0.687,2,-3.773,1,0.0622,0.505,0.0,0.187,0.578,182.848,5,3.6474166666666665,46,0
4671,0.475,0.137,3,-16.239,0,0.032,0.723,0.129,0.124,0.057,129.623,4,4.291933333333334,47,0
18816,0.625,0.34,0,-10.678,1,0.0826,0.687,0.0,0.111,0.921,172.018,3,1.9422166666666667,44,0
108561,0.359,0.171,9,-13.964,0,0.041,0.924,1.01e-06,0.0968,0.421,84.685,4,3.6888833333333335,17,0
23631,0.746,0.903,8,-5.322,0,0.0724,0.0133,0.615,0.329,0.626,126.088,4,2.9841166666666665,56,0
713,0.804,0.457,6,-7.845,1,0.197,0.6,0.0,0.15,0.552,98.035,4,3.358433333333333,30,0
65331,0.589,0.696,11,-7.981,1,0.0725,0.017,0.0,0.0808,0.33,134.953,4,3.88775,70,1
5577,0.384,0.642,1,-5.686,0,0.109,0.144,0.0071,0.116,0.267,159.904,4,3.15,51,0
62376,0.61,0.884,9,-5.579,1,0.0425,0.00185,0.0,0.342,0.808,132.044,4,4.3422,55,0
50637,0.199,0.849,1,-5.17,1,0.0821,0.000627,0.00115,0.351,0.245,160.11,4,5.01505,22,0
106197,0.732,0.892,0,-5.799,1,0.035,0.118,0.0,0.271,0.404,105.055,4,4.131766666666667,46,0
5720,0.515,0.957,11,-1.457,0,0.0686,0.00845,0.0,0.346,0.583,93.974,4,4.5111,43,0
14275,0.65,0.609,8,-5.167,1,0.0533,0.774,0.0,0.101,0.581,114.927,4,2.9879,18,0
5946,0.546,0.807,0,-5.803,1,0.132,0.593,0.0,0.809,0.615,88.027,4,6.259333333333333,33,0
79965,0.323,0.0323,2,-26.851,1,0.0376,0.995,0.934,0.089,0.196,98.443,1,2.365683333333333,53,0
43498,0.298,0.714,0,-8.067,1,0.0298,0.0113,5.87e-06,0.795,0.196,110.464,4,4.372883333333333,28,0
7083,0.718,0.675,6,-9.701,0,0.0303,0.702,0.000915,0.0801,0.925,110.557,4,3.092433333333333,30,0
108875,0.505,0.471,2,-8.727,1,0.181,0.98,6.68e-05,0.156,0.83,173.66,3,2.086,16,0
15014,0.603,0.58,9,-10.2,0,0.0352,0.384,0.00236,0.0897,0.282,112.05,4,3.5357,60,0
56907,0.479,0.22,9,-14.248,1,0.0306,0.782,3.95e-05,0.123,0.279,74.282,4,3.2,43,0
97483,0.533,0.596,7,-4.88,1,0.0275,0.684,0.0,0.573,0.372,142.476,4,4.770483333333333,48,0
52195,0.713,0.653,0,-13.365,1,0.0349,0.95,0.884,0.103,0.921,152.758,4,2.2506666666666666,17,0
51784,0.727,0.791,4,-4.47,1,0.13,0.444,0.0,0.131,0.711,74.994,4,3.04,56,0
52315,0.495,0.489,11,-12.116,1,0.054,0.746,0.0,0.195,0.685,166.293,4,3.07555,15,0
42060,0.244,0.872,1,-8.925,1,0.152,0.000843,0.732,0.643,0.253,120.372,4,1.4132166666666666,17,0
92877,0.51,0.43,4,-12.023,1,0.0362,0.869,0.581,0.168,0.763,121.459,1,2.2840666666666665,24,0
5732,0.573,0.469,4,-7.817,0,0.0246,0.398,0.903,0.268,0.0995,109.983,4,1.8091,42,0
22272,0.606,0.96,4,-6.227,1,0.044,0.000929,0.000536,0.0413,0.417,115.053,4,4.5102166666666665,57,0
27594,0.65,0.943,1,-5.265,1,0.0862,2.5e-05,0.714,0.0578,0.649,174.003,4,5.3246,17,0
63865,0.69,0.75,8,-9.081,1,0.109,0.478,0.0316,0.0956,0.842,169.908,4,4.164366666666667,34,0
25392,0.742,0.856,4,-4.319,1,0.0322,0.179,1.54e-06,0.318,0.847,118.002,4,3.8065,36,0
98480,0.487,0.492,1,-6.794,1,0.051,0.313,0.0,0.141,0.236,119.124,4,4.662883333333333,25,0
7181,0.422,0.646,11,-7.281,0,0.0374,0.204,1.75e-05,0.255,0.678,138.465,4,4.299783333333333,27,0
112090,0.714,0.479,7,-8.174,1,0.0839,0.059,7.24e-05,0.13,0.116,123.986,4,3.158333333333333,46,0
26749,0.292,0.303,9,-15.696,1,0.0589,0.969,0.617,0.168,0.193,181.034,4,2.0913333333333335,20,0
108680,0.6,0.0449,7,-20.085,0,0.0867,0.74,0.0549,0.127,0.259,135.75,3,2.5711,18,0
12005,0.453,0.38,7,-13.896,1,0.0422,0.699,0.0136,0.145,0.396,178.211,4,2.7295833333333333,46,0
60952,0.815,0.852,1,-3.929,1,0.067,0.0196,5.93e-06,0.0866,0.513,104.053,4,2.7885333333333335,40,0
17106,0.801,0.551,10,-11.19,0,0.208,0.189,0.67,0.315,0.19,102.014,4,3.612,46,0
7438,0.628,0.837,10,-6.117,1,0.0586,0.0755,8.4e-06,0.128,0.713,111.065,4,3.6746666666666665,26,0
55666,0.74,0.687,0,-9.084,0,0.202,0.00935,0.0544,0.117,0.154,145.956,4,2.3401833333333335,15,0
107357,0.551,0.722,9,-5.338,0,0.0446,0.0038,0.00115,0.0887,0.43,113.934,4,2.98245,41,0
14302,0.689,0.114,7,-14.406,1,0.141,0.482,1.54e-06,0.0783,0.48,100.042,4,2.317633333333333,58,0
47158,0.518,0.858,0,-6.147,1,0.0672,0.00563,0.00349,0.0598,0.249,117.897,4,5.166216666666666,73,1
13124,0.781,0.916,10,-7.038,0,0.196,0.068,0.845,0.0777,0.548,129.034,4,5.1104,15,0
111820,0.298,0.837,9,-6.095,0,0.0827,0.0337,0.0875,0.121,0.185,193.955,4,4.985766666666667,33,0
77539,0.572,0.797,7,-5.302,1,0.0468,0.485,0.0,0.921,0.455,120.082,4,3.6582166666666667,45,0
41206,0.575,0.866,5,-5.596,0,0.123,0.0955,0.0,0.123,0.611,84.639,4,2.4895666666666667,27,0
36707,0.688,0.547,2,-8.754,1,0.0578,0.678,9.3e-05,0.111,0.0528,106.048,4,2.1698,55,0
62545,0.483,0.474,6,-7.286,0,0.0457,0.614,0.0,0.585,0.428,72.068,4,3.2988333333333335,40,0
70154,0.509,0.646,5,-4.051,0,0.0301,0.502,1.23e-05,0.0989,0.135,136.054,4,4.783766666666667,58,0
110110,0.405,0.943,11,-5.154,0,0.0584,0.0569,0.48,0.613,0.4,103.492,3,3.2463166666666665,52,0
87353,0.632,0.232,9,-12.326,1,0.0318,0.428,4.95e-06,0.215,0.673,119.136,4,2.9248833333333333,67,0
55476,0.748,0.57,6,-9.134,0,0.053,0.487,0.00237,0.0629,0.207,99.926,4,3.33825,50,0
88503,0.625,0.699,0,-6.416,1,0.0729,0.13,0.0,0.238,0.717,75.974,4,3.675333333333333,59,0
14393,0.705,0.504,2,-11.837,1,0.0314,0.426,0.0,0.341,0.849,120.275,4,2.2791,34,0
80707,0.441,0.877,10,-4.764,0,0.19,0.105,0.000159,0.12,0.755,113.985,4,5.252933333333333,25,0
4567,0.495,0.0647,6,-13.052,1,0.0467,0.967,7.75e-05,0.135,0.249,118.967,3,1.98055,50,0
38442,0.429,0.771,11,-5.247,0,0.0313,0.00205,0.00312,0.182,0.705,90.977,4,4.557883333333334,30,0
94812,0.61,0.357,0,-8.956,1,0.0304,0.936,0.701,0.0691,0.0642,134.067,4,2.4179,46,0
112804,0.511,0.489,6,-11.655,0,0.0577,0.816,0.0,0.0936,0.364,96.841,4,2.44155,38,0
78447,0.768,0.763,7,-6.822,1,0.0273,0.111,1.53e-05,0.114,0.895,123.983,4,3.5544333333333333,31,0
9687,0.662,0.861,9,-7.166,1,0.19,0.701,0.0,0.688,0.814,100.33,4,2.973316666666667,44,0
38775,0.424,0.713,5,-5.287,1,0.0346,0.721,0.418,0.115,0.714,133.282,4,2.6091,24,0
35318,0.734,0.783,9,-6.228,0,0.0436,0.578,4.4e-05,0.0722,0.961,171.986,4,2.0358,43,0
105959,0.641,0.323,9,-14.623,0,0.05,0.12,0.886,0.133,0.283,80.007,4,1.9831666666666667,26,0
18307,0.478,0.87,2,-15.775,1,0.91,0.746,0.0,0.964,0.148,88.733,3,7.0327166666666665,24,0
54129,0.669,0.411,0,-10.575,1,0.0354,0.0295,0.0158,0.185,0.708,128.042,4,2.8993333333333333,15,0
100821,0.343,0.973,10,-4.249,0,0.123,0.041,0.0,0.874,0.481,169.535,4,3.255333333333333,33,0
9621,0.56,0.666,4,-6.523,1,0.0321,0.448,0.0,0.232,0.686,138.041,4,3.8011,45,0
104554,0.68,0.527,0,-6.748,1,0.11,0.232,0.000402,0.115,0.192,88.958,4,3.66135,75,1
72373,0.501,0.968,6,-5.324,1,0.12,0.000114,0.00868,0.683,0.392,149.989,4,3.4331,62,0
5881,0.672,0.761,4,-2.804,0,0.0489,0.0109,0.0,0.0846,0.302,104.964,4,3.8541166666666666,55,0
15736,0.789,0.659,0,-5.305,1,0.0406,0.382,0.0392,0.252,0.603,91.508,3,1.83605,54,0
18094,0.579,0.891,5,-3.719,0,0.907,0.824,0.0,0.722,0.454,87.298,3,5.22955,27,0
79914,0.287,0.0245,9,-27.876,1,0.0364,0.994,0.908,0.105,0.432,154.272,3,2.52935,51,0
60348,0.57,0.766,8,-4.181,1,0.38,0.0329,0.0,0.0639,0.883,99.585,4,3.816666666666667,24,0
51038,0.697,0.663,6,-7.246,1,0.0486,0.0701,1.04e-05,0.112,0.407,96.968,4,4.0438,71,1
1073,0.653,0.868,9,-6.12,0,0.336,0.649,0.0,0.953,0.733,82.15,4,3.566,32,0
66492,0.848,0.491,7,-4.458,1,0.383,0.82,0.0,0.352,0.891,118.069,4,3.050666666666667,12,0
104184,0.437,0.704,5,-8.988,1,0.0388,0.0181,0.000567,0.262,0.486,87.038,4,3.93,36,0
42497,0.371,0.969,6,-7.777,1,0.0889,1.03e-05,0.0305,0.228,0.294,100.963,4,2.61155,13,0
34654,0.845,0.697,7,-4.625,1,0.135,0.187,0.0,0.392,0.701,128.043,4,4.3496,34,0
112230,0.877,0.621,2,-6.13,1,0.114,0.371,3.75e-06,0.164,0.247,119.934,4,2.5104,43,0
6892,0.584,0.93,8,-4.72,0,0.176,0.000123,0.815,0.316,0.503,137.008,4,4.124666666666666,18,0
54244,0.645,0.776,7,-7.026,0,0.0342,0.0865,0.85,0.0724,0.414,140.0,4,4.568966666666666,16,0
11250,0.752,0.702,10,-4.927,0,0.0378,0.296,0.0,0.103,0.324,119.987,4,3.4901166666666668,60,0
28257,0.465,0.77,3,-3.738,1,0.0692,0.0138,0.0,0.0956,0.358,172.747,4,3.6531666666666665,48,0
85971,0.387,0.902,1,-4.062,1,0.0487,0.000109,0.0,0.0399,0.485,142.936,4,3.224666666666667,36,0
109511,0.704,0.766,0,-8.238,1,0.0571,0.000703,0.903,0.0924,0.0646,133.99,4,6.85445,45,0
84778,0.456,0.318,0,-11.153,1,0.0279,0.0545,0.0,0.437,0.203,89.605,3,4.1251,42,0
12433,0.588,0.465,1,-7.488,1,0.0293,0.345,0.0,0.0763,0.392,126.898,4,3.4667333333333334,54,0
61516,0.567,0.956,8,-2.676,1,0.0978,0.0163,0.00385,0.0905,0.53,135.04,4,4.417766666666667,21,0
69721,0.548,0.493,2,-7.259,1,0.0259,0.203,0.0,0.261,0.278,81.07,4,5.991616666666666,22,0
75586,0.303,0.164,7,-16.777,1,0.0373,0.978,0.384,0.107,0.093,112.328,4,7.5770333333333335,22,0
105050,0.631,0.277,4,-13.779,1,0.0332,0.275,0.898,0.116,0.166,85.029,4,1.9764666666666666,46,0
75572,0.38,0.0747,0,-17.94,1,0.0312,0.968,0.91,0.487,0.116,100.934,4,4.581216666666666,21,0
28121,0.487,0.621,2,-4.676,1,0.0333,0.091,0.0,0.132,0.178,140.04,4,4.2152,51,0
108101,0.352,0.225,5,-12.42,0,0.0308,0.744,0.00136,0.0996,0.193,107.931,4,4.861066666666667,24,0
48746,0.826,0.56,7,-13.844,1,0.102,0.189,0.00455,0.161,0.855,109.449,4,3.3897666666666666,32,0
40825,0.463,0.601,1,-5.363,1,0.032,0.483,0.0,0.302,0.436,152.019,4,6.188883333333333,39,0
5700,0.207,0.0581,0,-13.939,1,0.0423,0.756,0.799,0.0794,0.0427,118.231,1,5.333333333333333,38,0
40414,0.452,0.802,9,-6.096,0,0.0704,0.0335,9.03e-05,0.392,0.376,96.054,4,11.148083333333334,42,0
97496,0.44,0.749,4,-5.828,1,0.0499,0.184,0.0,0.668,0.487,108.291,4,3.310216666666667,47,0
32607,0.708,0.804,5,-9.996,1,0.039,0.0267,0.917,0.0919,0.668,121.008,4,7.79245,27,0
1158,0.607,0.34,9,-15.83,1,0.0486,0.826,0.344,0.0752,0.667,143.074,4,6.96,27,0
87215,0.544,0.649,1,-5.225,1,0.0548,0.706,1.9e-06,0.272,0.845,137.746,4,2.4910833333333335,48,0
51672,0.794,0.884,1,-5.931,1,0.179,0.0634,0.0,0.319,0.716,93.064,4,3.7052,58,0
18967,0.567,0.366,9,-23.235,1,0.955,0.602,0.0,0.68,0.238,98.578,4,5.038216666666667,19,0
94921,0.764,0.394,8,-11.483,1,0.175,0.332,0.0,0.108,0.351,105.909,4,2.0048,51,0
110873,0.649,0.82,8,-10.769,0,0.0414,0.00169,0.0199,0.133,0.239,166.0,4,4.9133,30,0
101734,0.163,0.459,9,-23.748,0,0.05,0.87,0.982,0.578,1e-05,87.991,1,1.0521333333333334,34,0
50141,0.376,0.747,0,-5.377,1,0.0302,0.000142,0.000777,0.237,0.812,133.075,4,2.6951,32,0
69956,0.498,0.879,7,-3.627,1,0.188,0.259,1.16e-05,0.373,0.529,87.987,4,2.5853333333333333,17,0
54122,0.617,0.524,9,-10.465,1,0.0316,0.943,0.97,0.305,0.954,115.157,4,2.0553333333333335,16,0
5691,0.731,0.896,5,-5.549,1,0.39,0.583,1.33e-05,0.114,0.689,149.952,4,2.77645,37,0
5882,0.356,0.0217,10,-32.216,0,0.0568,0.991,0.864,0.264,0.183,173.716,3,3.8439833333333335,49,0
8976,0.668,0.457,7,-7.138,1,0.0637,0.493,0.0147,0.117,0.691,120.494,4,2.3417333333333334,32,0
49898,0.823,0.837,10,-5.261,0,0.15,0.21,0.000137,0.0691,0.331,179.989,4,3.69045,20,0
61585,0.485,0.971,4,-1.943,0,0.0613,0.112,7.47e-06,0.314,0.531,92.499,4,4.41,20,0
39407,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,3.361666666666667,71,1
48681,0.604,0.887,4,-5.721,0,0.0274,0.0548,8.93e-05,0.132,0.963,134.999,4,3.79555,31,0
34615,0.395,0.354,9,-7.635,1,0.0444,0.933,0.0,0.102,0.247,165.95,4,2.7812333333333332,67,0
74790,0.55,0.484,0,-11.812,1,0.0282,0.395,0.0,0.202,0.967,130.639,4,3.7993333333333332,40,0
28782,0.718,0.679,7,-4.91,1,0.0469,0.382,0.00145,0.0863,0.695,84.675,4,4.008216666666667,27,0
10739,0.611,0.913,1,-3.601,1,0.0624,0.000645,0.0344,0.0598,0.417,175.009,4,54.58331666666667,11,0
113651,0.446,0.0974,6,-14.472,1,0.0319,0.95,0.000149,0.0725,0.146,64.068,4,4.21595,50,0
106359,0.544,0.738,6,-4.944,1,0.106,0.368,0.0,0.0993,0.41,146.976,4,2.68475,51,0
72458,0.502,0.817,0,-3.508,1,0.0447,0.000477,0.0,0.153,0.617,90.024,4,3.8882833333333333,53,0
69502,0.741,0.563,0,-8.39,1,0.157,0.199,1.1e-06,0.0857,0.406,74.975,4,4.223316666666666,26,0
26078,0.708,0.424,2,-7.048,1,0.0353,0.724,0.0,0.0722,0.637,101.703,4,2.94775,33,0
80393,0.745,0.46,5,-9.92,0,0.0614,0.0952,1.06e-06,0.0751,0.802,84.994,4,5.366883333333333,61,0
46729,0.459,0.814,6,-4.874,0,0.247,0.000508,0.0,0.401,0.623,134.079,4,3.1136333333333335,18,0
47455,0.267,0.953,1,-4.899,0,0.096,0.00211,0.0,0.283,0.568,84.989,4,4.4551,65,0
26067,0.581,0.474,6,-6.74,0,0.0347,0.577,0.0,0.106,0.474,139.938,4,1.982,34,0
76535,0.342,0.239,8,-17.015,1,0.0636,0.933,0.000253,0.665,0.353,77.178,3,4.249333333333333,22,0
51343,0.554,0.524,9,-7.248,0,0.0377,0.325,0.0,0.0964,0.253,141.932,4,4.281816666666667,61,0
69927,0.785,0.873,2,-4.742,1,0.132,0.0315,0.0,0.361,0.548,98.003,4,5.959183333333334,27,0
80476,0.833,0.754,2,-7.555,1,0.0513,0.0166,0.0,0.246,0.65,108.001,4,3.842433333333333,61,0
37515,0.786,0.515,0,-5.663,0,0.082,0.552,0.0,0.11,0.873,87.213,4,3.3103333333333333,46,0
43727,0.3,0.512,2,-6.271,1,0.0278,0.368,0.00108,0.105,0.224,155.728,3,6.21055,42,0
75504,0.238,0.0747,0,-24.201,0,0.0437,0.95,0.935,0.0978,0.126,117.686,4,4.532383333333334,53,0
22019,0.242,0.998,11,-5.64,1,0.0894,8.12e-06,0.88,0.284,0.18,114.642,4,7.3788833333333335,60,0
85726,0.411,0.878,7,-3.111,0,0.0611,0.00997,0.0,0.0612,0.682,93.861,4,2.7693166666666666,37,0
66055,0.954,0.717,1,-8.716,1,0.113,0.18,0.0,0.0366,0.798,126.08,4,2.332,22,0
12028,0.595,0.405,9,-9.945,1,0.0298,0.315,0.0426,0.108,0.464,108.051,4,1.9752333333333334,40,0
43818,0.647,0.992,4,-2.748,0,0.0971,0.0248,0.106,0.156,0.555,124.0,4,2.816516666666667,61,0
18244,0.493,0.691,2,-6.872,0,0.202,0.493,0.0,0.99,0.76,127.059,4,5.0102166666666665,25,0
112433,0.752,0.412,8,-8.445,1,0.127,0.494,0.000422,0.113,0.342,153.99,4,2.920716666666667,41,0
75282,0.19,0.198,4,-17.806,0,0.0356,0.977,0.902,0.373,0.103,88.695,4,8.107333333333333,26,0
58708,0.325,0.959,0,-7.027,1,0.0482,8.91e-05,0.209,0.33,0.24,169.965,4,4.088433333333334,22,0
78329,0.619,0.902,7,-3.875,1,0.0341,0.00435,0.0,0.344,0.931,134.996,4,2.8211,33,0
101561,0.154,0.451,1,-27.582,1,0.159,0.000405,0.995,0.3,0.0103,132.249,3,2.1,35,0
60950,0.792,0.675,2,-5.82,1,0.208,0.212,0.0,0.11,0.789,158.987,4,3.219883333333333,40,0
14582,0.85,0.687,2,-6.43,1,0.0292,0.253,7.72e-06,0.124,0.733,109.864,4,1.0377166666666666,36,0
61441,0.597,0.835,7,-4.326,1,0.033,0.0684,0.0,0.0995,0.625,129.063,4,3.8593333333333333,22,0
17860,0.378,0.611,5,-8.979,0,0.507,0.125,0.0023,0.078,0.159,160.442,4,6.308316666666666,15,0
645,0.598,0.599,3,-10.265,1,0.0823,0.326,1.49e-05,0.117,0.94,90.206,4,2.1172166666666667,29,0
82558,0.491,0.834,2,-11.204,1,0.0571,0.26,1.07e-05,0.196,0.481,124.122,4,4.7744333333333335,50,0
36834,0.658,0.824,8,-4.746,0,0.304,0.274,0.0,0.111,0.692,77.781,4,4.466,32,0
107798,0.788,0.645,0,-17.263,1,0.234,0.107,0.0153,0.0836,0.967,145.142,4,3.2211,24,0
33624,0.765,0.649,0,-6.16,1,0.104,0.00288,0.000259,0.108,0.251,124.043,4,3.25,37,0
61535,0.53,0.94,4,-3.873,1,0.0445,0.0168,2.31e-05,0.128,0.582,135.001,4,4.674433333333333,20,0
9856,0.594,0.823,6,-7.33,0,0.286,0.202,0.0,0.443,0.625,94.122,4,2.8203,43,0
77381,0.605,0.719,0,-6.549,1,0.0419,0.637,0.0,0.85,0.806,83.034,4,4.015333333333333,46,0
60643,0.807,0.58,6,-13.201,1,0.0938,0.189,2.29e-06,0.0672,0.919,101.067,4,3.8348833333333334,23,0
63488,0.517,0.981,9,-1.222,1,0.11,0.069,0.0,0.061,0.654,124.821,4,2.298216666666667,34,0
45885,0.713,0.078,1,-27.485,0,0.0891,0.876,0.046,0.112,0.815,152.756,4,5.396216666666667,22,0
46127,0.561,0.901,5,-1.51,1,0.0558,0.00771,0.0183,0.2,0.0375,105.021,4,2.84,27,0
38832,0.266,0.968,10,-6.255,0,0.104,0.000243,0.0,0.138,0.574,111.652,4,2.446,27,0
9446,0.292,0.98,4,-5.588,0,0.225,0.000502,0.00126,0.988,0.517,167.889,4,5.47,45,0
92780,0.504,0.827,0,-6.628,1,0.0719,0.651,4.33e-06,0.141,0.886,186.334,4,2.7346833333333334,24,0
83821,0.487,0.682,7,-4.6,1,0.0527,0.166,0.000634,0.0877,0.356,123.391,4,3.290033333333333,61,0
50597,0.469,0.969,6,-5.982,1,0.124,9.62e-06,0.0799,0.0494,0.212,123.081,4,4.3228333333333335,22,0
106687,0.601,0.851,1,-7.6,1,0.0397,0.341,0.0,0.157,0.966,171.88,4,2.399766666666667,38,0
58385,0.468,0.85,7,-2.553,1,0.0358,0.232,0.0117,0.35,0.127,90.023,4,4.724,24,0
62851,0.591,0.665,6,-6.525,0,0.153,0.14,0.00103,0.382,0.694,118.195,4,3.6159833333333333,57,0
42467,0.252,0.908,6,-4.469,1,0.177,3.26e-05,0.903,0.258,0.415,159.186,4,3.3231,13,0
9815,0.768,0.799,6,-6.906,1,0.281,0.223,0.0,0.311,0.968,89.023,4,3.1973333333333334,44,0
69858,0.687,0.889,11,-7.701,1,0.0542,0.421,9.68e-05,0.111,0.972,169.947,4,4.256883333333334,18,0
38755,0.807,0.563,9,-6.07,0,0.0481,0.0209,0.152,0.0836,0.654,118.991,3,4.0,44,0
21225,0.822,0.856,7,-4.896,1,0.0757,0.0252,0.0195,0.0283,0.98,94.486,3,3.636083333333333,53,0
20654,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,4,3.4345,87,1
27257,0.539,0.965,11,-0.778,0,0.224,0.00392,0.156,0.335,0.176,174.064,4,5.310333333333333,20,0
72364,0.579,0.773,5,-4.036,0,0.0318,0.000781,0.0,0.41,0.533,90.978,4,3.2289666666666665,54,0
60579,0.739,0.676,0,-8.288,1,0.116,0.318,5.47e-06,0.658,0.938,93.97,4,3.763333333333333,21,0
50064,0.515,0.913,1,-2.724,1,0.0467,0.000366,1.29e-06,0.864,0.396,125.016,4,5.560883333333333,34,0
47481,0.716,0.868,11,-4.259,1,0.0332,0.098,6.38e-05,0.264,0.69,120.124,4,2.6826666666666665,40,0
42880,0.387,0.998,2,-4.676,1,0.137,2.82e-05,1.31e-05,0.327,0.0582,103.344,4,3.3511,11,0
76103,0.262,0.209,2,-10.685,1,0.0385,0.919,1.98e-06,0.0805,0.141,121.487,4,4.518883333333333,54,0
82989,0.708,0.717,7,-7.762,1,0.0678,0.156,6.02e-06,0.0431,0.848,130.025,4,4.503333333333333,22,0
82196,0.526,0.97,2,-5.57,1,0.0398,0.000225,6.95e-05,0.0706,0.584,122.091,4,4.13155,31,0
4062,0.457,0.474,2,-9.245,1,0.0324,0.93,0.956,0.0679,0.0381,92.404,4,5.214216666666666,53,0
17387,0.59,0.806,8,-5.732,1,0.038,0.0364,0.0794,0.111,0.552,100.021,4,2.914283333333333,20,0
106754,0.368,0.885,0,-5.453,1,0.0422,0.0159,2.41e-05,0.256,0.547,184.005,4,3.4239,36,0
85101,0.51,0.787,0,-3.712,0,0.0529,0.0137,0.0,0.368,0.793,162.092,4,2.9070666666666667,66,0
62375,0.709,0.962,1,-0.753,1,0.106,0.153,1.77e-06,0.621,0.767,128.013,4,3.5057666666666667,66,0
101497,0.0844,0.199,1,-17.511,1,0.445,0.729,0.995,0.231,1e-05,87.404,3,9.836283333333334,66,0
9804,0.727,0.734,7,-4.536,1,0.373,0.0858,0.0,0.38,0.886,85.527,4,3.6262166666666666,45,0
3009,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,4,2.6967166666666667,79,1
35089,0.548,0.728,6,-5.234,1,0.0373,0.263,0.00788,0.101,0.831,162.058,4,3.6349666666666667,49,0
27916,0.696,0.899,0,-3.72,1,0.0441,0.00543,0.745,0.122,0.0807,127.993,4,3.578116666666667,47,0
25492,0.776,0.743,9,-6.807,1,0.0289,0.107,0.293,0.149,0.84,131.343,4,4.830883333333333,65,0
66113,0.669,0.918,4,-3.603,0,0.274,0.387,0.0,0.0834,0.738,173.905,4,3.993333333333333,19,0
105347,0.768,0.405,9,-9.068,0,0.0716,0.607,0.857,0.0917,0.22,170.039,4,2.317633333333333,13,0
23418,0.679,0.715,4,-7.359,0,0.034,0.3,4.94e-06,0.239,0.251,109.935,4,2.83635,57,0
54482,0.579,0.399,1,-7.989,1,0.0259,0.418,0.00499,0.11,0.273,97.978,4,3.830433333333333,11,0
55854,0.55,0.648,2,-6.5,0,0.0557,0.276,9.72e-05,0.069,0.352,80.03,4,6.2809,41,0
40726,0.374,0.175,7,-11.676,1,0.0343,0.957,3.8e-05,0.552,0.124,111.352,4,5.696433333333333,39,0
22547,0.439,0.988,5,-5.82,1,0.125,0.00396,0.104,0.309,0.103,95.176,4,0.9086666666666666,24,0
111618,0.744,0.615,0,-8.756,1,0.0394,0.0103,0.00113,0.134,0.444,118.965,4,3.5153666666666665,53,0
4629,0.45,0.257,4,-9.449,1,0.0533,0.952,0.0,0.159,0.366,100.24,1,4.0804,50,0
42842,0.281,0.774,6,-1.572,1,0.109,5.3e-06,0.953,0.348,0.151,125.022,4,4.9851,14,0
7524,0.348,0.657,4,-6.666,1,0.0299,0.352,0.277,0.301,0.655,139.053,4,5.788,23,0
30557,0.619,0.484,1,-8.715,1,0.0572,0.116,0.000121,0.19,0.61,90.916,4,3.6923,48,0
112214,0.821,0.839,2,-4.723,1,0.22,0.272,0.0,0.306,0.285,101.118,4,4.640883333333333,44,0
58927,0.589,0.396,7,-10.26,1,0.0372,0.0554,0.0288,0.103,0.197,99.974,4,4.842666666666666,22,0
26537,0.711,0.0466,0,-19.865,0,0.0657,0.984,0.751,0.107,0.264,96.19,4,2.486,21,0
15458,0.755,0.204,6,-16.137,0,0.339,0.655,2.2e-05,0.189,0.335,97.041,4,1.2247,59,0
55403,0.553,0.378,4,-10.735,1,0.0688,0.607,0.000324,0.26,0.332,170.051,4,2.47315,50,0
8766,0.7,0.726,2,-7.717,1,0.0329,0.434,1.1e-06,0.0963,0.641,130.109,4,4.054433333333333,68,0
15359,0.661,0.633,5,-8.819,0,0.052,0.0227,9.86e-05,0.104,0.782,104.934,4,2.476183333333333,62,0
66372,0.751,0.33,0,-15.938,1,0.497,0.568,0.0,0.064,0.705,120.202,4,2.4529,13,0
1352,0.858,0.634,9,-5.085,1,0.0498,0.406,0.0,0.0697,0.824,105.018,4,4.337,38,0
33289,0.468,0.935,9,-4.662,1,0.0835,0.0673,0.108,0.113,0.335,149.998,4,4.064216666666667,43,0
79809,0.58,0.0261,5,-23.713,1,0.0851,0.993,0.948,0.0891,0.074,127.878,4,3.070666666666667,55,0
57363,0.642,0.728,7,-6.692,1,0.0315,0.245,0.00238,0.101,0.411,124.983,4,3.5229833333333334,48,0
38911,0.478,0.775,4,-5.235,1,0.0335,0.000305,0.46,0.436,0.619,85.555,4,3.4015833333333334,25,0
