modelo,Accuracy,F1,Precision,Recall,AUC,tiempo_s
RandomForestClassifier,0.8474688576729393,0.21540558963871848,0.1368557817236899,0.5056,0.7991606276353078,1.1218571662902832
GradientBoostingClassifier,0.9580572488735754,0.018604651162790697,0.3,0.0096,0.8169266883251538,23.1737699508667
