modelo,MAE,RMSE,R2,tiempo_s
RandomForestRegressor,11.255333659687997,14.02562091147773,0.2984217352634756,6.714284896850586
GradientBoostingRegressor,11.501769130087576,14.195385693053613,0.281335277698467,22.855758666992188
